"","year","geography","housing_price_index","consumer_price_index","excluding_energy_consumer_index","energy_consumer_index","water_index","electricity_index","gdp","immigrants","emigrants","avg_hourly_wage","population","5-year_mortgage_rate","mortgage_interest_paid","bachelor_avg_rent","1-bedroom_avg_rent","2-bedroom_avg_rent","3-bedroom_avg_rent","all_avg_rent","bachelor_vacancy_rate","1-bedroom_vacancy_rate","2-bedroom_vacancy_rate","3-bedroom_vacancy_rate","all_vacancy_rate","bachelor_rental_supply","1-bedroom_rental_supply","2-bedroom_rental_supply","3-bedroom_rental_supply","all_rental_supply","gdp_change","gdp_pct_change","gdp_per_capita","gdp_per_capita_change","gdp_per_capita_pct_change","housing_price_pct_change","five_year_mortgage_change","consumer_price_pct_change","population_pct_change","immigration_pct_change","wage_pct_change","room_type","vacancy_rate","avg_rent","rental_supply","rental_supply_per_person","rental_supply_per_person_pct_change","rental_supply_pct_change","mortgage_interest_paid_cpi_adj","mortgage_interest_paid_cpi_pop_adj","avg_rent_cpi_adj","avg_rent_cpi_adj_change","avg_rent_cpi_adj_pct_change","avg_rent_change","avg_rent_pct_change","vacancy_change"
"35",2001,"Ontario",59.7785714285714,98.0928571428571,97.5571428571428,103.321428571429,93.75,89.5428571428571,1010263500000.02,232958,45540,24.3771428571429,11961546,6.64,1.2808e+10,623,746,861,1039,820,2.2,1.7,1.7,1.6,1.7,42134,249058,290045,66668,647905,NA,NA,84459.2747459248,NA,NA,NA,NA,NA,NA,NA,NA,"all",1.7,820,647905,54.1656571817723,NA,NA,13057015946.989,1091.58263881517,835.942619966504,NA,NA,NA,NA,NA
"36",2001,"Prince Edward Island",85.7857142857143,97.5285714285714,96.4214285714286,105.521428571429,96.8,97.65,7668399999.98777,192,188,20.0835714285714,136876,6.64,8e+07,349,443,561,614,534,NA,2.3,2.7,1.4,2.4,191,1177,2899,717,4984,NA,NA,56024.4308716486,NA,NA,NA,NA,NA,NA,NA,NA,"bachelor",NA,349,191,1.39542359507876,NA,NA,82027244.7634393,599.281428179077,357.843855280504,NA,NA,NA,NA,NA
"37",2001,"Prince Edward Island",85.7857142857143,97.5285714285714,96.4214285714286,105.521428571429,96.8,97.65,7668399999.98777,192,188,20.0835714285714,136876,6.64,8e+07,349,443,561,614,534,NA,2.3,2.7,1.4,2.4,191,1177,2899,717,4984,NA,NA,56024.4308716486,NA,NA,NA,NA,NA,NA,NA,NA,"1-bedroom",2.3,443,1177,8.59902393407171,NA,NA,82027244.7634393,599.281428179077,454.225867877545,NA,NA,NA,NA,NA
"38",2001,"Prince Edward Island",85.7857142857143,97.5285714285714,96.4214285714286,105.521428571429,96.8,97.65,7668399999.98777,192,188,20.0835714285714,136876,6.64,8e+07,349,443,561,614,534,NA,2.3,2.7,1.4,2.4,191,1177,2899,717,4984,NA,NA,56024.4308716486,NA,NA,NA,NA,NA,NA,NA,NA,"2-bedroom",2.7,561,2899,21.1797539378708,NA,NA,82027244.7634393,599.281428179077,575.216053903618,NA,NA,NA,NA,NA
"39",2001,"Prince Edward Island",85.7857142857143,97.5285714285714,96.4214285714286,105.521428571429,96.8,97.65,7668399999.98777,192,188,20.0835714285714,136876,6.64,8e+07,349,443,561,614,534,NA,2.3,2.7,1.4,2.4,191,1177,2899,717,4984,NA,NA,56024.4308716486,NA,NA,NA,NA,NA,NA,NA,NA,"3-bedroom",1.4,614,717,5.2383178935679,NA,NA,82027244.7634393,599.281428179077,629.559103559396,NA,NA,NA,NA,NA
"40",2001,"Prince Edward Island",85.7857142857143,97.5285714285714,96.4214285714286,105.521428571429,96.8,97.65,7668399999.98777,192,188,20.0835714285714,136876,6.64,8e+07,349,443,561,614,534,NA,2.3,2.7,1.4,2.4,191,1177,2899,717,4984,NA,NA,56024.4308716486,NA,NA,NA,NA,NA,NA,NA,NA,"all",2.4,534,4984,36.4125193605891,NA,NA,82027244.7634393,599.281428179077,547.531858795957,NA,NA,NA,NA,NA
"41",2001,"Quebec",60.6642857142857,98.0785714285714,97.7071428571429,101.885714285714,101.742857142857,100,520003900000.018,57720,14891,22.05,7411084,6.64,4.855e+09,386,458,513,606,500,2.4,1.5,1,1.2,1.3,66698,202002,316612,95526,680838,NA,NA,70165.7004562379,NA,NA,NA,NA,NA,NA,NA,NA,"bachelor",2.4,386,66698,8.99976305760399,NA,NA,4950112883.25686,667.933717018572,393.562012963368,NA,NA,NA,NA,NA
"42",2001,"Quebec",60.6642857142857,98.0785714285714,97.7071428571429,101.885714285714,101.742857142857,100,520003900000.018,57720,14891,22.05,7411084,6.64,4.855e+09,386,458,513,606,500,2.4,1.5,1,1.2,1.3,66698,202002,316612,95526,680838,NA,NA,70165.7004562379,NA,NA,NA,NA,NA,NA,NA,NA,"1-bedroom",1.5,458,202002,27.256741388979,NA,NA,4950112883.25686,667.933717018572,466.972543878814,NA,NA,NA,NA,NA
"43",2001,"Quebec",60.6642857142857,98.0785714285714,97.7071428571429,101.885714285714,101.742857142857,100,520003900000.018,57720,14891,22.05,7411084,6.64,4.855e+09,386,458,513,606,500,2.4,1.5,1,1.2,1.3,66698,202002,316612,95526,680838,NA,NA,70165.7004562379,NA,NA,NA,NA,NA,NA,NA,NA,"2-bedroom",1,513,316612,42.721415652555,NA,NA,4950112883.25686,667.933717018572,523.050032772558,NA,NA,NA,NA,NA
"44",2001,"Quebec",60.6642857142857,98.0785714285714,97.7071428571429,101.885714285714,101.742857142857,100,520003900000.018,57720,14891,22.05,7411084,6.64,4.855e+09,386,458,513,606,500,2.4,1.5,1,1.2,1.3,66698,202002,316612,95526,680838,NA,NA,70165.7004562379,NA,NA,NA,NA,NA,NA,NA,NA,"3-bedroom",1.2,606,95526,12.8896123697964,NA,NA,4950112883.25686,667.933717018572,617.871968538344,NA,NA,NA,NA,NA
