"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","73"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE2","Construction in the reporting economy","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","460"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","457"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG11","Brokerage and market-making services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG12","Underwriting and private placement services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG14","Financial management services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG15","Financial advisory and custody services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","24"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH1","Franchises and trademarks licensing fees","A","Annual","A","Annual","USM","Million US dollar","2021","","","","18"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH11","Trademarks","A","Annual","A","Annual","USM","Million US dollar","2021","","","","18"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH12","Franchise fees","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH2","Licences for the use of outcomes of research and development","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH3","Licences to reproduce and/or distribute computer software","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH4","Licences to reproduce and/or distribute audio-visual and related products","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH41","Licences to reproduce and/or distribute audio-visual products","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH412","Books and sound recordings","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH413","Broadcasting and recording of live events","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
